"Time","Time Code","Country Name","Country Code","Ladder score","Access to electricity (% of population) [EG.ELC.ACCS.ZS]","Age dependency ratio (% of working-age population) [SP.POP.DPND]","Agricultural land (% of land area) [AG.LND.AGRI.ZS]","Compulsory education, duration (years) [SE.COM.DURS]","Employment in agriculture (% of total employment) (modeled ILO estimate) [SL.AGR.EMPL.ZS]","Employment in industry (% of total employment) (modeled ILO estimate) [SL.IND.EMPL.ZS]","Employment in services (% of total employment) (modeled ILO estimate) [SL.SRV.EMPL.ZS]","Exports of goods and services (% of GDP) [NE.EXP.GNFS.ZS]","Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","Foreign direct investment, net inflows (% of GDP) [BX.KLT.DINV.WD.GD.ZS]","Forest area (% of land area) [AG.LND.FRST.ZS]","GDP growth (annual %) [NY.GDP.MKTP.KD.ZG]","GDP per capita, PPP (constant 2021 international $) [NY.GDP.PCAP.PP.KD]","General government final consumption expenditure (% of GDP) [NE.CON.GOVT.ZS]","Gross capital formation (% of GDP) [NE.GDI.TOTL.ZS]","Gross domestic savings (% of GDP) [NY.GDS.TOTL.ZS]","School enrollment, primary (% gross) [SE.PRM.ENRR]","School enrollment, secondary (% gross) [SE.SEC.ENRR]","Imports of goods and services (% of GDP) [NE.IMP.GNFS.ZS]","Individuals using the Internet (% of population) [IT.NET.USER.ZS]","Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate) [SL.TLF.CACT.ZS]","Labor force, female (% of total labor force) [SL.TLF.TOTL.FE.ZS]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS]","Mobile cellular subscriptions (per 100 people) [IT.CEL.SETS.P2]","Mortality rate, infant (per 1,000 live births) [SP.DYN.IMRT.IN]","Mortality rate, under-5 (per 1,000 live births) [SH.DYN.MORT]","Personal remittances, received (% of GDP) [BX.TRF.PWKR.DT.GD.ZS]","Population density (people per sq. km of land area) [EN.POP.DNST]","Population growth (annual %) [SP.POP.GROW]","Proportion of seats held by women in national parliaments (%) [SG.GEN.PARL.ZS]","Rural population (% of total population) [SP.RUR.TOTL.ZS]","Trade (% of GDP) [NE.TRD.GNFS.ZS]","Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]","Vulnerable employment, total (% of total employment) (modeled ILO estimate) [SL.EMP.VULN.ZS]","Control of Corruption: Estimate [CC.EST]","Out-of-pocket expenditure (% of current health expenditure) [SH.XPD.OOPC.CH.ZS]","Prevalence of undernourishment (% of population) [SN.ITK.DEFC.ZS]","Voice and Accountability: Estimate [VA.EST]"
"2023","YR2023","Benin","BEN",4.37370014190674,57,81.5677814531873,41.8300133025896,6,41.8570674785988,18.3030821147503,39.8398666470266,20.003519091069,4.556,2.25158090881957,26.4734835047889,6.3527773854442,3721.21254814808,9.5040595229118,34.5306621756362,29.8754074185791,99.7844886779785,96.0685445766014,24.659611726952,32.2083,2.73870078406075,76.274,49.2868749073511,60.774,0.757551382919002,116.036,46.4,77.9,1.72082497476655,125.142195814118,2.52274772277722,26.605504587156,48.2542077035407,44.6631308180211,1.641,79.2295047303335,-0.0495794489979744,42.40531921,14.3,-0.218986943364143
"2023","YR2023","Bolivia","BOL",5.6842999458313,99.8,55.5037371721243,35.8307014677375,14,25.0789048195618,20.1135460348867,54.807564526608,22.4028095381649,2.547,0.458812480265399,46.3457431920982,2.51636590154891,11616.1575595159,16.8530546961722,18.9835359683279,14.1808295128474,98.5726894625786,91.3676827044767,27.2055160212948,70.2368,2.57688800489192,78.38,46.419341626028,68.581,1.30430837360161,122.291,20,23.1,2.76917067099173,11.3026483891812,1.37334382280772,46.1538461538462,29.0848585955462,49.6083255594597,3.024,63.0558406178017,-0.838301062583923,27.31554413,21.8,-0.265191316604614
"2023","YR2023","Bosnia and Herzegovina","BIH",5.63250017166138,100,53.5210215348666,21.73828125,9,17.5725491192176,30.6296289316473,51.7978219491351,43.9317394171743,1.486,4.0920266922729,42.7326171875,1.99439414850893,19805.0002774731,19.1261848173666,27.0433997525874,11.1614936941978,101.194877624512,87.8663787841797,55.70129237827,83.3772,6.1059011284828,49.428,42.4571473743846,77.85,0.717630060649091,117.734,5.3,6,10.2332695977764,62.20845703125,-0.617510129445164,19.0476190476191,48.4342760165695,99.6330317954442,10.668,18.7797277887073,-0.581560015678406,30.96058273,2.5,-0.319465935230255
"2023","YR2023","Botswana","BWA",3.43530011177063,76,56.8649822627192,45.63372328975,10,17.9988800848586,15.7904620560458,66.2106578590955,32.2498582865187,2.732,3.82011318135645,26.2908263194114,3.20806812224438,18932.4802712334,29.2900715297286,30.2958784873742,27.815755648889,99.7844886779785,96.0685445766014,36.553499549563,81.36,5.0676154934383,68.276,46.7765184777595,69.163,2.45625898216649,179.027,38.2,39.6,0.360745147280346,4.37641204806522,1.64031664035479,11.1111111111111,32.9787344650136,68.8033578360816,23.381,25.7590725645829,0.685792088508606,4.25866175,24,0.504056930541992
"2023","YR2023","Brazil","BRA",6.12459993362427,99.8,44.0290947589819,28.3267329812614,14,8.20281833943009,20.171570324784,71.6256113357859,17.9693243032658,1.619,2.86383330702497,58.9818729765235,3.24165532813583,19079.8122132253,19.0426107944103,15.7606472061782,18.0330659825811,99.7844886779785,96.0685445766014,15.6969055268626,84.1506,4.59356282283204,62.915,43.3245861425663,75.848,1.00237538990131,101.02,12.5,14.4,0.202347517951754,25.2616884857157,0.395928695574996,17.5438596491228,12.3840289764237,33.6662298301284,7.947,27.0083134719641,-0.503643155097961,26.23070717,2.5,0.382853865623474
"2023","YR2023","Bulgaria","BGR",5.46610021591187,100,57.1601451805102,46.0850221075903,12,6.24514892446081,29.5905328513096,64.1643182242296,62.0049747441024,1.81,5.05888344751487,36.2196020633751,1.68151074972904,33073.8179631314,18.4564371446211,19.7877526320657,23.8981956228087,95.4232177734375,95.6239624023438,57.8945312124535,80.3896,9.44284140088564,56.896,46.7338413170357,75.7073170731707,1.94458310651254,117.933,5,6.1,2.2372183910043,59.3827929255711,-0.286577641861364,24.1666666666667,26.2677328415387,119.899505956556,4.319,7.18531662064668,-0.137721657752991,35.50430679,2.5,0.388988107442856
"2023","YR2023","Burkina Faso","BFA",4.63759994506836,21.7,81.8908186351026,53.4020054824561,10,52.6974361025137,16.5607659480594,30.7417979494269,28.9402085370677,4.186,0.544129932348491,22.172514619883,3.00027415814125,2486.20669812871,20.8974398580733,20.4019181340469,15.1436182865323,72.2385948607578,30.8551216331757,34.1924766322622,17.0226,0.742910428668918,71.195,46.2742367309591,61.092,4.0787117239204,122.291,44.8,77.3,2.90560060201336,84.1585380116959,2.26973666268599,16.9014084507042,72.2127521634842,63.1326851693299,3.601,80.7952002997066,-0.169615507125854,43.82195663,13.1,-0.809887170791626
"2023","YR2023","Cambodia","KHM",4.39349985122681,95,56.4253473651475,34.8648294810786,10,35.304617697339,27.5630254285235,37.1323568741375,66.8926660552171,2.579,9.35096701989758,43.0619759800589,5.00733043811898,6695.29194763723,6.07786090254716,33.2944796211269,33.5950747279496,107.039014463223,56.7864734981041,67.3141763407136,60.7171,2.12746796594194,82.348,48.6872561114308,70.668,1.5448976529505,120.809,20.3,22.9,6.57102335601563,98.7076818490822,1.28320677599476,13.6,59.3709211927492,134.206842395931,0.256,52.8614074933367,-1.29921674728394,60.60118866,5.2,-1.29242181777954
"2023","YR2023","Cameroon","CMR",4.97319984436035,72,80.2951604071451,20.9365149880476,6,42.9033266786034,14.5710045641327,42.5256687572639,16.8527562193087,4.322,1.68299656289954,42.6741130925938,3.34756290750219,4875.25120768005,11.2406870791033,19.2850918964923,15.1006099414375,114.424832636759,44.840795775403,21.0375759049491,41.9088,7.38281384280984,65.552,44.0218429403958,63.7,0.926490469517272,96.4817,41.2,67.2,1.61132543192255,60.0213386642973,2.64245336134821,33.8888888888889,44.8713121488612,37.8903321242578,3.607,68.0402482666017,-1.16255974769592,67.65119171,4.8,-1.0663970708847
"2023","YR2023","Canada","CAN",6.96070003509521,100,53.0518455100351,6.47137801950231,10,1.27154303625992,19.2138940692638,79.5145677542417,33.3498760996793,1.26,2.01979850018061,39.4617117321106,1.52874550838358,57517.4431587432,20.9054437744776,23.894901169469,23.9645034954547,94.9523391723633,104.287643432617,33.2824552373876,93.9564,3.87900159788426,65.361,47.3398705882745,81.6465853658537,1.25316567875902,94.1497,4.4,5.1,0.0389811694078447,4.56079784268436,2.90468017061162,30.6547619047619,17.4749435591654,66.6323313370668,5.415,9.46796503398798,1.67150104045868,15.20306873,2.5,1.4796462059021
"2023","YR2023","Chad","TCD",4.39659976959229,12,95.3580792822124,39.9756194409149,10,71.9284339110386,8.62912059617787,19.4424454927835,29.121747948314,6.12,4.97994045498876,3.16103105146125,3.98004368401293,2433.09879153397,9.39409136356972,19.3001907209327,30.6485851081263,88.3436578594334,24.1941648001316,17.7733535611204,13.1832,10.8363568399843,59.702,40.2849527547571,55.069,2.11758982875058,70.1874,58.7,101.1,1.8786395323162,15.342331639136,4.57399213394625,25.8883248730965,73.6694604828954,46.8951015094343,1.059,90.1074267881898,-1.48240697383881,51.67914963,32,-1.43493866920471
"2023","YR2023","Chile","CHL",6.33379983901978,100,45.0908347497625,14.4010249751882,12,6.20836594247335,22.1060875466725,71.6855465108541,30.8110620735322,1.167,5.47730938390937,25.0116461113584,0.521367977246825,29563.6780243659,15.299339236854,23.3620550113744,24.259455470998,100.318382263184,105.83097076416,29.9136616139086,94.4574,7.58168251407962,61.521,42.70806769874,81.167,1.63026388670906,135.871,6.2,7.2,0.0289306042743538,26.4647249005172,0.53962870957127,35.4838709677419,11.1841382782028,60.7247236874408,9.013,21.4932685385367,0.968603789806366,34.59329987,2.5,1.01794922351837
"2023","YR2023","China","CHN",5.81790018081665,100,44.7297141014082,55.4326117545304,9,22.8008772042629,31.4267217641686,45.7723935112505,19.102471716101,0.999,0.280991103634816,24.0319389958256,5.41484330099675,22687.0758723942,17.1891419707315,41.1297102455381,43.2426128146045,99.1718634239571,96.0685445766014,17.0027206530128,90.6,0.234836828893051,65.83,45.2834854096898,77.953,1.66484889659813,128.247,4.5,6.2,0.161377801607252,150.264001337848,-0.103794531589067,26.5367819952973,34.4698551964477,36.1051923691138,4.67,34.2291488221934,-0.00537010468542576,32.17354584,2.5,-1.50455415248871
"2023","YR2023","Colombia","COL",5.63040018081665,98.7,42.8026198463432,36.4876070301938,12,14.3964971136151,19.9926020656988,65.6109008206861,17.8316784070298,1.645,4.58478761240549,52.7661596214511,0.712380031974334,18382.9976800475,14.6540810646728,16.4396849097732,11.7149092304372,99.7844886779785,96.0685445766014,22.5564540863658,77.3369,11.7359044948689,63.736,41.5505645661573,77.725,2.96545217971359,166.98,10.9,12,2.76052929017364,47.1574150518251,1.12092864340999,28.8770053475936,21.724428420456,40.3881324933956,9.591,43.7977677955096,-0.309191286563873,14.63377953,3.9,0.205213740468025
"2023","YR2023","Comoros","COM",3.54520010948181,89.8,72.0409311057792,71.4669532509404,6,34.6186380938954,14.7483434371916,50.633018468913,10.354880611033,3.878,0.403422329791574,16.9801182160129,2.99521564038136,3434.40177367723,9.44262274742877,13.0144879484644,-13.2388534352384,99.7844886779785,96.0685445766014,35.3288983085942,35.6678,8.37373955490996,55.422,42.4230920455008,66.777,1.5448976529505,109.856,35.7,39.8,23.0303696786832,456.951638903815,1.92327433672711,16.6666666666667,66.8497819053099,45.6837789196272,3.833,57.0393345551953,-0.990109264850616,56.56671524,15.4,-0.808809578418732
"2023","YR2023","Congo, Dem. Rep.","COD",3.207200050354,22.1,96.6825341170883,15.480763018019,6,59.5242688719329,7.97752878481026,32.4982023432569,42.0539835211192,6.051,3.40082269757578,54.1898572594341,8.5334898318451,1559.33806475859,16.8866147903097,34.0781273164972,31.4460361789654,117.602096557617,55.4860992431641,44.6860746587097,30.548,5.97802515541409,64.396,48.697669502382,61.895,1.11885996027452,53.1889,44.5,73.2,4.722354634934,46.6640484329856,3.25963514299902,12.8,55.6245265107806,86.7400581798289,4.469,82.0686837854649,-1.48051190376282,38.00354767,38.5,-1.21333003044128
"2023","YR2023","Congo, Rep.","COG",5.26709985733032,51.3,77.9305853486992,31.1900439238653,10,37.1038479033576,19.6306874217558,43.2654143570793,56.8959278033859,4.157,4.0889721782705,64.1317715959004,1.90686426346754,6172.28776650683,13.0993020877754,25.2109559920067,42.7924171948166,87.880241394043,96.0685445766014,39.314466600576,38.3791,4.30174563591016,67.897,48.6384725296954,65.772,1.97625641072141,94.8715,27.6,40.5,0.286923412425026,18.1050805270864,2.41919038084212,14.5695364238411,36.3373242384375,96.2103944039618,19.919,76.1059854038104,-1.34527885913849,27.97068977,26.4,-1.15416669845581
"2023","YR2023","Costa Rica","CRI",6.6085000038147,100,45.0322532261748,33.1439992166079,13,13.4111451573441,20.2061259917745,66.3827288508814,38.9156320351491,1.33,5.4191807109794,60.3991382687035,5.11192183224598,25979.6286150717,14.873493459823,15.2565937229937,20.6158587131149,106.156616210938,125.510070800781,33.5563670450278,85.3951,0.525193508693455,56.831,39.5453271515166,80.799,1.5448976529505,145.789,9.2,10.5,0.765456761111265,99.9906972189581,0.46646444898736,47.3684210526316,21.1180606358298,72.4719990801769,8.325,23.7673101793058,0.653749406337738,24.12618256,2.5,1.0699063539505
"2023","YR2023","Cote d'Ivoire","CIV",5.05270004272461,72.4,78.077474446433,86.4758163522013,10,47.0773577999683,13.7922381949167,39.1304040051151,22.4353390507141,4.283,3.07641433618414,7.85551603773585,6.60000045223954,6520.89886460031,9.26221456590429,24.5444478808032,20.5981220718982,91.8093412241399,63.9607557764462,26.3816648596191,40.6528,4.36972254867474,67.129,43.128939141465,61.944,0.864878467778842,171.989,46.6,67.1,1.62303459294911,98.0052012578616,2.50384681190665,13.7254901960784,46.5924798361296,48.8170039103332,2.263,70.107152568218,-0.313007414340973,31.99314499,11.1,-0.375480622053146
"2023","YR2023","Croatia","HRV",6.125,100,58.6141257780841,26.554681915654,8,4.65998285274505,27.4427983052614,67.8972188419936,52.5676679699973,1.46,3.90300483680134,34.785739814153,3.76164540703459,41320.2032633085,20.9014881150441,24.665931641659,22.5229535733495,101.157791137695,105.025161743164,54.7106460383067,83.2412,7.9412817758683,52.257,47.1887436568448,78.4731707317073,1.70663158780592,117.113,3.9,4.6,7.09611874772375,68.9722301644031,0.104856226330186,31.7880794701987,42.7568439327802,107.278314008304,6.121,7.24937678198308,0.181928679347038,9.37740326,2.5,0.569745063781738
"2023","YR2023","Cyprus","CYP",6.13000011444092,100,43.6311017609808,13.9606385281385,10,2.46077857284256,16.1298941128752,81.4093273142822,96.3899953620863,1.389,-63.1546692723109,18.6655844155844,3.61945644636856,51453.7265625,18.4416024400142,21.4725198606437,23.5117283418757,98.5918273925781,102.400848388672,94.350793046243,91.2211,3.54134188751663,67.945,45.838938597589,81.648,1.6506068333336,155.696,2.9,3.5,1.8055958166083,145.560173160173,1.0167681770201,14.2857142857143,33.3260522477361,190.740788408329,5.835,8.89235893368108,0.332707405090332,17.9429245,2.5,0.974570155143738
"2023","YR2023","Czechia","CZE",6.8452000617981,100,56.7878159701296,45.8019594048309,10,2.90760214870837,36.5052539158177,60.5871625686937,68.4031069284452,1.45,3.4462419046487,34.7623883740408,0.0475803308973752,47558.4106763314,19.5529041451606,28.2189210871769,33.1325366481911,99.699089050293,97.6154174804688,63.489491367431,85.994,10.6612601372426,60.434,44.963523952815,79.8780487804878,1.47176821017418,126.005,2.1,2.6,1.23917377978351,140.785547662605,1.78238907045946,26,27.2647611603183,131.892598295876,2.579,14.0228953824832,0.767809867858887,14.59681702,2.5,1.07654917240143
"2023","YR2023","Denmark","DNK",7.58640003204346,100,57.3988511670291,65.525,10,2.02027441199317,19.2575538598929,78.7221717281139,69.3143620591443,1.5,2.21212901346256,15.7815,0.604587766175584,69379.22000847,22.617097497429,23.6446197797629,32.6479997234192,99.8698883056641,126.98078918457,60.3109753721333,98.7756,3.30517811237606,63.752,47.4749172110428,81.8536585365854,1.99961332917573,126.919,3,3.4,0.375706236320771,148.6738,0.741185515720057,43.5754189944134,11.447361457133,129.625337431278,5.094,5.69211349548988,2.37605309486389,13.97692299,2.5,1.66469931602478
"2023","YR2023","Dominican Republic","DOM",5.5689001083374,99.6,52.6597760530361,55.3530808941944,15,7.38570740116142,19.1777587856683,73.4365338131703,21.3233165320401,2.243,3.94375586800192,44.9887775472934,2.19229848237939,23282.4895071054,11.2787393309517,27.8145628515185,20.6175827391569,101.644848757662,75.4805556926418,28.5202966444017,84.6161,4.78561281021135,64.282,41.4195355812785,73.72,0.779308679345321,91.8676,28.4,31.4,8.81581566434817,235.098143035751,0.891159203732232,27.8947368421053,27.6422008176662,49.8436131764417,5.555,38.3000462029361,-0.449474930763245,25.05566978,3.6,0.325887054204941
"2023","YR2023","Ecuador","ECU",5.55889987945557,98.7,49.4714073657307,21.5413110001611,15,29.9978106319384,17.4666997356192,52.5354896324424,28.5659295875425,1.823,0.39702767894988,49.5450958286359,1.98823813984235,14343.0190134813,13.5836201122079,20.650593270293,20.7846988804689,97.2490097236115,92.8118025876465,28.4318239773666,72.6943,2.21568764237058,64.489,41.1568844773787,77.392,2.2651385614971,101.032,11.1,13.1,4.50067266318947,72.3952448059269,0.872456027022398,43.0656934306569,36.8692270445737,56.9977535649091,3.51,48.6267465931014,-0.647337436676025,30.88848877,12.1,-0.061911303550005
"2023","YR2023","Egypt, Arab Rep.","EGY",4.17049980163574,100,59.7566710357047,4.07654829474107,12,18.2880136371241,29.199388245451,52.5125919126401,19.1060913405676,2.75,2.48546398363597,0.0451855944547692,3.76028052279247,16691.387399222,6.78850660732221,16.4907339937373,14.2515312050732,95.9217069393801,84.474862198776,21.3443094314355,72.6899,33.8847763115546,44.669,20.6197757699464,71.633,0.808918707093165,92.8262,16.1,17.5,4.93326942206534,115.059291777588,1.68834126904494,27.5337837837838,57.2901884958081,40.4504007720031,6.753,24.2996659219683,-0.747790396213531,57.19506836,9.4,-1.37938976287842
"2023","YR2023","El Salvador","SLV",6.12160015106201,98.3,49.7246065816785,57.707528957529,15,14.2303167942656,23.3019703166168,62.4677128891176,31.3971431390261,1.775,1.89928827474734,27.5279922779923,3.5391566928735,11424.6459176917,19.0636599462278,20.6846824919049,1.76419642735823,90.8837213469188,65.5709865566541,50.3176292035728,67.6558,4.04554694222477,61.56,42.4132206028198,72.099,1.33693500391086,179.706,9.2,10.4,24.4783735978559,304.518532818533,0.465531145369394,27.3809523809524,25.3919324850097,81.7147723425988,2.992,31.5097717413482,-0.561315059661865,32.4943924,6.7,-0.474436670541763
"2023","YR2023","Estonia","EST",6.4552001953125,100,58.4343478723355,23.1219283875497,9,2.5942553951329,27.3721862263263,70.0335583785408,77.7746597010983,1.31,12.540812828973,57.0652937046572,-2.74421914571231,41288.6165892158,20.5544434569907,25.2415123920517,26.0616818606635,98.3381576538086,108.442070007324,76.8179574100507,93.1834,9.15922507983982,65.604,49.5386635672625,78.490243902439,2.99572297522503,150.196,1.6,2.1,1.17495352017049,32.0684764802247,1.57745133607335,28.7128712871287,29.3229914476874,154.592617111149,6.378,7.00020973986588,1.53812229633331,22.09991646,2.5,1.21992552280426
